category,name,movie,year,status
IRVING G. THALBERG MEMORIAL AWARD,,Darryl F. Zanuck,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),SINCE YOU WENT AWAY,Max Steiner,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),ADDRESS UNKNOWN,"Morris Stoloff, Ernst Toch",1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE ADVENTURES OF MARK TWAIN,Max Steiner,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE BRIDGE OF SAN LUIS REY,Dimitri Tiomkin,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),CASANOVA BROWN,Arthur Lange,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),CHRISTMAS HOLIDAY,H. J. Salter,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),DOUBLE INDEMNITY,Miklos Rozsa,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE FIGHTING SEABEES,"Walter Scharf, Roy Webb",1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE HAIRY APE,"Edward Paul, Michel Michelet",1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),IT HAPPENED TOMORROW,Robert Stolz,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),JACK LONDON,Frederic Efrem Rich,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),KISMET,Herbert Stothart,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),NONE BUT THE LONELY HEART,"Hanns Eisler, C. Bakaleinikoff",1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE PRINCESS AND THE PIRATE,David Rose,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),SUMMER STORM,Karl Hajos,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THREE RUSSIAN GIRLS,Franke Harling,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),UP IN MABEL'S ROOM,Edward Paul,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),VOICE IN THE WIND,Michel Michelet,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),WILSON,Alfred Newman,1945,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),WOMAN OF THE TOWN,Miklos Rozsa,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),COVER GIRL,"Morris Stoloff, Carmen Dragon",1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),BRAZIL,Walter Scharf,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),HIGHER AND HIGHER,C. Bakaleinikoff,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),HOLLYWOOD CANTEEN,Ray Heindorf,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),IRISH EYES ARE SMILING,Alfred Newman,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),KNICKERBOCKER HOLIDAY,"Werner R. Heymann, Kurt Weill",1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),LADY IN THE DARK,Robert Emmett Dolan,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),"LADY, LET'S DANCE",Edward Kay,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),MEET ME IN ST. LOUIS,Georgie Stoll,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),THE MERRY MONAHANS,H. J. Salter,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),MINSTREL MAN,"Ferde Grofe, Leo Erdody",1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),SENSATIONS OF 1945,Mahlon Merrick,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),SONG OF THE OPEN ROAD,Charles Previn,1945,nominee
MUSIC (SCORING OF A MUSICAL PICTURE),UP IN ARMS,"Ray Heindorf, Louis Forbes",1945,nominee
MUSIC (SONG),GOING MY WAY,"Swinging On A Star in ""Going My Way"" Music by James Van Heusen; Lyrics by Johnny Burke",1945,nominee
MUSIC (SONG),HIGHER AND HIGHER,"I Couldn't Sleep A Wink Last Night in ""Higher and Higher"" Music by Jimmy McHugh; Lyrics by Harold Adamson",1945,nominee
MUSIC (SONG),FOLLOW THE BOYS,"I'll Walk Alone in ""Follow the Boys"" Music by Jule Styne; Lyrics by Sammy Cahn",1945,nominee
MUSIC (SONG),SWEET AND LOWDOWN,"I'm Making Believe in ""Sweet and Lowdown"" Music by James V. Monaco; Lyrics by Mack Gordon",1945,nominee
MUSIC (SONG),COVER GIRL,"Long Ago And Far Away in ""Cover Girl"" Music by Jerome Kern; Lyrics by Ira Gershwin",1945,nominee
MUSIC (SONG),UP IN ARMS,"Now I Know in ""Up in Arms"" Music by Harold Arlen; Lyrics by Ted Koehler",1945,nominee
MUSIC (SONG),MINSTREL MAN,"Remember Me To Carolina in ""Minstrel Man"" Music by Harry Revel; Lyrics by Paul Webster",1945,nominee
MUSIC (SONG),BRAZIL,"Rio De Janeiro in ""Brazil"" Music by Ary Barroso; Lyrics by Ned Washington",1945,nominee
MUSIC (SONG),"LADY, LET'S DANCE","Silver Shadows And Golden Dreams in ""Lady, Let's Dance"" Music by Lew Pollack; Lyrics by Charles Newman",1945,nominee
MUSIC (SONG),HOLLYWOOD CANTEEN,"Sweet Dreams Sweetheart in ""Hollywood Canteen"" Music by M. K. Jerome; Lyrics by Ted Koehler",1945,nominee
MUSIC (SONG),SONG OF THE OPEN ROAD,"Too Much In Love in ""Song of the Open Road"" Music by Walter Kent; Lyrics by Kim Gannon",1945,nominee
MUSIC (SONG),MEET ME IN ST. LOUIS,"The Trolley Song in ""Meet Me in St. Louis"" Music and Lyrics by Ralph Blane and Hugh Martin",1945,nominee
BEST MOTION PICTURE,GOING MY WAY,Paramount,1945,nominee
BEST MOTION PICTURE,DOUBLE INDEMNITY,Paramount,1945,nominee
BEST MOTION PICTURE,GASLIGHT,Metro-Goldwyn-Mayer,1945,nominee
BEST MOTION PICTURE,SINCE YOU WENT AWAY,Selznick International Pictures,1945,nominee
BEST MOTION PICTURE,WILSON,20th Century-Fox,1945,nominee
SHORT SUBJECT (CARTOON),MOUSE TROUBLE,"Frederick C. Quimby, Producer",1945,nominee
SHORT SUBJECT (CARTOON),AND TO THINK I SAW IT ON MULBERRY STREET,"George Pal, Producer",1945,nominee
SHORT SUBJECT (CARTOON),"DOG, CAT AND CANARY",Screen Gems,1945,nominee
SHORT SUBJECT (CARTOON),FISH FRY,"Walter Lantz, Producer",1945,nominee
SHORT SUBJECT (CARTOON),HOW TO PLAY FOOTBALL,"Walt Disney, Producer",1945,nominee
SHORT SUBJECT (CARTOON),MY BOY JOHNNY,"Paul Terry, Producer",1945,nominee
SHORT SUBJECT (CARTOON),SWOONER CROONER,Warner Bros.,1945,nominee
SHORT SUBJECT (ONE-REEL),WHO'S WHO IN ANIMAL LAND,"Jerry Fairbanks, Producer",1945,nominee
SHORT SUBJECT (ONE-REEL),BLUE GRASS GENTLEMEN,"Edmund Reek, Producer",1945,nominee
SHORT SUBJECT (ONE-REEL),JAMMIN' THE BLUES,"Gordon Hollingshead, Producer",1945,nominee
SHORT SUBJECT (ONE-REEL),MOVIE PESTS,"Pete Smith, Producer",1945,nominee
SHORT SUBJECT (ONE-REEL),SCREEN SNAPSHOTS' 50TH ANNIVERSARY OF MOTION PICTURES,"Ralph Staub, Producer",1945,nominee
SHORT SUBJECT (TWO-REEL),I WON'T PLAY,"Gordon Hollingshead, Producer",1945,nominee
SHORT SUBJECT (TWO-REEL),BOMBALERA,"Louis Harris, Producer",1945,nominee
SHORT SUBJECT (TWO-REEL),MAIN STREET TODAY,"Jerry Bresler, Producer; Herbert Moulton, Associate Producer",1945,nominee
SOUND RECORDING,WILSON,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",1945,nominee
SOUND RECORDING,BRAZIL,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",1945,nominee
SOUND RECORDING,CASANOVA BROWN,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",1945,nominee
SOUND RECORDING,COVER GIRL,"Columbia Studio Sound Department, John Livadary, Sound Director",1945,nominee
SOUND RECORDING,DOUBLE INDEMNITY,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",1945,nominee
SOUND RECORDING,HIS BUTLER'S SISTER,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",1945,nominee
SOUND RECORDING,HOLLYWOOD CANTEEN,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",1945,nominee
SOUND RECORDING,IT HAPPENED TOMORROW,"Sound Service, Inc., Jack Whitney, Sound Director",1945,nominee
SOUND RECORDING,KISMET,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",1945,nominee
SOUND RECORDING,MUSIC IN MANHATTAN,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",1945,nominee
SOUND RECORDING,VOICE IN THE WIND,"RCA Sound, W. M. Dalgleish, Sound Director",1945,nominee
SPECIAL EFFECTS,THIRTY SECONDS OVER TOKYO,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus, Warren Newcombe; Sound Effects by Douglas Shearer",1945,nominee
SPECIAL EFFECTS,THE ADVENTURES OF MARK TWAIN,"Photographic Effects by Paul Detlefsen, John Crouse; Sound Effects by Nathan Levinson",1945,nominee
SPECIAL EFFECTS,DAYS OF GLORY,"Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville",1945,nominee
SPECIAL EFFECTS,SECRET COMMAND,"Photographic Effects by David Allen, Ray Cory, Robert Wright; Sound Effects by Russell Malmgren, Harry Kusnick",1945,nominee
SPECIAL EFFECTS,SINCE YOU WENT AWAY,Photographic Effects by John R. Cosgrove; Sound Effects by Arthur Johns,1945,nominee
SPECIAL EFFECTS,THE STORY OF DR. WASSELL,"Photographic Effects by Gordon Jennings, Farciot Edouart; Sound Effects by George Dutton",1945,nominee
SPECIAL EFFECTS,WILSON,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman,1945,nominee
WRITING (ORIGINAL MOTION PICTURE STORY),GOING MY WAY,Leo McCarey,1945,nominee
WRITING (ORIGINAL MOTION PICTURE STORY),A GUY NAMED JOE,"Chandler Sprague, David Boehm",1945,nominee
WRITING (ORIGINAL MOTION PICTURE STORY),LIFEBOAT,John Steinbeck,1945,nominee
WRITING (ORIGINAL MOTION PICTURE STORY),NONE SHALL ESCAPE,"Alfred Neumann, Joseph Than",1945,nominee
WRITING (ORIGINAL MOTION PICTURE STORY),THE SULLIVANS,"Edward Doherty, Jules Schermer",1945,nominee
WRITING (ORIGINAL SCREENPLAY),WILSON,Lamar Trotti,1945,nominee
WRITING (ORIGINAL SCREENPLAY),HAIL THE CONQUERING HERO,Preston Sturges,1945,nominee
WRITING (ORIGINAL SCREENPLAY),THE MIRACLE OF MORGAN'S CREEK,Preston Sturges,1945,nominee
WRITING (ORIGINAL SCREENPLAY),TWO GIRLS AND A SAILOR,"Richard Connell, Gladys Lehman",1945,nominee
WRITING (ORIGINAL SCREENPLAY),WING AND A PRAYER,Jerome Cady,1945,nominee
WRITING (SCREENPLAY),GOING MY WAY,"Frank Butler, Frank Cavett",1945,nominee
WRITING (SCREENPLAY),DOUBLE INDEMNITY,"Billy Wilder, Raymond Chandler",1945,nominee
WRITING (SCREENPLAY),GASLIGHT,"John Van Druten, Walter Reisch, John L. Balderston",1945,nominee
WRITING (SCREENPLAY),LAURA,"Jay Dratler, Samuel Hoffenstein, Betty Reinhardt",1945,nominee
WRITING (SCREENPLAY),MEET ME IN ST. LOUIS,"Irving Brecher, Fred F. Finklehoffe",1945,nominee
ACTOR,RAY MILLAND,The Lost Weekend,1946,nominee
ACTOR,BING CROSBY,The Bells of St. Mary's,1946,nominee
ACTOR,GENE KELLY,Anchors Aweigh,1946,nominee
ACTOR,GREGORY PECK,The Keys of the Kingdom,1946,nominee
ACTOR,CORNEL WILDE,A Song to Remember,1946,nominee
ACTOR IN A SUPPORTING ROLE,JAMES DUNN,A Tree Grows in Brooklyn,1946,nominee
ACTOR IN A SUPPORTING ROLE,MICHAEL CHEKHOV,Spellbound,1946,nominee
ACTOR IN A SUPPORTING ROLE,JOHN DALL,The Corn Is Green,1946,nominee
ACTOR IN A SUPPORTING ROLE,ROBERT MITCHUM,G. I. Joe,1946,nominee
ACTOR IN A SUPPORTING ROLE,J. CARROL NAISH,A Medal for Benny,1946,nominee
ACTRESS,JOAN CRAWFORD,Mildred Pierce,1946,nominee
ACTRESS,INGRID BERGMAN,The Bells of St. Mary's,1946,nominee
ACTRESS,GREER GARSON,The Valley of Decision,1946,nominee
ACTRESS,JENNIFER JONES,Love Letters,1946,nominee
ACTRESS,GENE TIERNEY,Leave Her to Heaven,1946,nominee
ACTRESS IN A SUPPORTING ROLE,ANNE REVERE,National Velvet,1946,nominee
ACTRESS IN A SUPPORTING ROLE,EVE ARDEN,Mildred Pierce,1946,nominee
ACTRESS IN A SUPPORTING ROLE,ANN BLYTH,Mildred Pierce,1946,nominee
ACTRESS IN A SUPPORTING ROLE,ANGELA LANSBURY,The Picture of Dorian Gray,1946,nominee
ACTRESS IN A SUPPORTING ROLE,JOAN LORRING,The Corn Is Green,1946,nominee
ART DIRECTION (BLACK-AND-WHITE),BLOOD ON THE SUN,Art Direction: Wiard Ihnen; Interior Decoration: A. Roland Fields,1946,nominee
ART DIRECTION (BLACK-AND-WHITE),EXPERIMENT PERILOUS,"Art Direction: Albert S. D'Agostino, Jack Okey; Interior Decoration: Darrell Silvera, Claude Carpenter",1946,nominee
ART DIRECTION (BLACK-AND-WHITE),THE KEYS OF THE KINGDOM,"Art Direction: James Basevi, William Darling; Interior Decoration: Thomas Little, Frank E. Hughes",1946,nominee
ART DIRECTION (BLACK-AND-WHITE),LOVE LETTERS,"Art Direction: Hans Dreier, Roland Anderson; Interior Decoration: Sam Comer, Ray Moyer",1946,nominee
ART DIRECTION (BLACK-AND-WHITE),THE PICTURE OF DORIAN GRAY,"Art Direction: Cedric Gibbons, Hans Peters; Interior Decoration: Edwin B. Willis, Hugh Hunt, John Bonar",1946,nominee
ART DIRECTION (COLOR),FRENCHMAN'S CREEK,"Art Direction: Hans Dreier, Ernst Fegte; Interior Decoration: Sam Comer",1946,nominee
ART DIRECTION (COLOR),LEAVE HER TO HEAVEN,"Art Direction: Lyle Wheeler, Maurice Ransford; Interior Decoration: Thomas Little",1946,nominee
ART DIRECTION (COLOR),NATIONAL VELVET,"Art Direction: Cedric Gibbons, Urie McCleary; Interior Decoration: Edwin B. Willis, Mildred Griffiths",1946,nominee
ART DIRECTION (COLOR),SAN ANTONIO,Art Direction: Ted Smith; Interior Decoration: Jack McConaghy,1946,nominee
ART DIRECTION (COLOR),A THOUSAND AND ONE NIGHTS,"Art Direction: Stephen Goosson, Rudolph Sternad; Interior Decoration: Frank Tuttle",1946,nominee
CINEMATOGRAPHY (BLACK-AND-WHITE),THE PICTURE OF DORIAN GRAY,Harry Stradling,1946,nominee
CINEMATOGRAPHY (BLACK-AND-WHITE),THE KEYS OF THE KINGDOM,Arthur Miller,1946,nominee
CINEMATOGRAPHY (BLACK-AND-WHITE),THE LOST WEEKEND,John F. Seitz,1946,nominee
CINEMATOGRAPHY (BLACK-AND-WHITE),MILDRED PIERCE,Ernest Haller,1946,nominee
CINEMATOGRAPHY (BLACK-AND-WHITE),SPELLBOUND,George Barnes,1946,nominee
CINEMATOGRAPHY (COLOR),LEAVE HER TO HEAVEN,Leon Shamroy,1946,nominee
CINEMATOGRAPHY (COLOR),ANCHORS AWEIGH,"Robert Planck, Charles Boyle",1946,nominee
CINEMATOGRAPHY (COLOR),NATIONAL VELVET,Leonard Smith,1946,nominee
CINEMATOGRAPHY (COLOR),A SONG TO REMEMBER,"Tony Gaudio, Allen M. Davey",1946,nominee
CINEMATOGRAPHY (COLOR),THE SPANISH MAIN,George Barnes,1946,nominee
DIRECTING,THE LOST WEEKEND,Billy Wilder,1946,nominee
DIRECTING,THE BELLS OF ST. MARY'S,Leo McCarey,1946,nominee
DIRECTING,NATIONAL VELVET,Clarence Brown,1946,nominee
DIRECTING,THE SOUTHERNER,Jean Renoir,1946,nominee
DIRECTING,SPELLBOUND,Alfred Hitchcock,1946,nominee
DOCUMENTARY (FEATURE),THE TRUE GLORY,The Governments of Great Britain and the United States of America,1946,nominee
DOCUMENTARY (FEATURE),THE LAST BOMB,United States Army Air Force,1946,nominee
DOCUMENTARY (SHORT SUBJECT),HITLER LIVES?,"Gordon Hollingshead, Producer",1946,nominee
DOCUMENTARY (SHORT SUBJECT),LIBRARY OF CONGRESS,United States Office of War Information Overseas Motion Picture Bureau,1946,nominee
DOCUMENTARY (SHORT SUBJECT),TO THE SHORES OF IWO JIMA,United States Marine Corps,1946,nominee
FILM EDITING,NATIONAL VELVET,Robert J. Kern,1946,nominee
FILM EDITING,THE BELLS OF ST. MARY'S,Harry Marker,1946,nominee
FILM EDITING,THE LOST WEEKEND,Doane Harrison,1946,nominee
FILM EDITING,"OBJECTIVE, BURMA!",George Amy,1946,nominee
FILM EDITING,A SONG TO REMEMBER,Charles Nelson,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),SPELLBOUND,Miklos Rozsa,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE BELLS OF ST. MARY'S,Robert Emmett Dolan,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),BREWSTER'S MILLIONS,Lou Forbes,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),CAPTAIN KIDD,Werner Janssen,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE ENCHANTED COTTAGE,Roy Webb,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),FLAME OF BARBARY COAST,"Morton Scott, Dale Butts",1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),G. I. HONEYMOON,Edward J. Kay,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),G. I. JOE,"Louis Applebaum, Ann Ronell",1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),GUEST IN THE HOUSE,Werner Janssen,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),GUEST WIFE,Daniele Amfitheatrof,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE KEYS OF THE KINGDOM,Alfred Newman,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE LOST WEEKEND,Miklos Rozsa,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),LOVE LETTERS,Victor Young,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE MAN WHO WALKED ALONE,Karl Hajos,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),"OBJECTIVE, BURMA!",Franz Waxman,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),PARIS--UNDERGROUND,Alexander Tansman,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),A SONG TO REMEMBER,"Miklos Rozsa, Morris Stoloff",1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE SOUTHERNER,Werner Janssen,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THIS LOVE OF OURS,H. J. Salter,1946,nominee
MUSIC (MUSIC SCORE OF A DRAMATIC OR COMEDY PICTURE),THE VALLEY OF DECISION,Herbert Stothart,1946,nominee
